host,ip,port,protocol,title,domain,country,city,link,as_organization
115.227.154.188:5090,115.227.154.188,5090,http,,,CN,Jiaxing,http://115.227.154.188:5090,Chinanet
106.120.13.247:9999,106.120.13.247,9999,http,,,CN,Beijing,http://106.120.13.247:9999,China Networks Inter-Exchange
58.39.154.149:9999,58.39.154.149,9999,http,,,CN,Shanghai,http://58.39.154.149:9999,China Telecom Group
47.119.17.71:8999,47.119.17.71,8999,http,,,CN,Shenzhen,http://47.119.17.71:8999,"Hangzhou Alibaba Advertising Co.,Ltd."
27.8.203.207:9999,27.8.203.207,9999,http,,,CN,Chongqing,http://27.8.203.207:9999,CHINA UNICOM China169 Backbone
125.121.127.178:9999,125.121.127.178,9999,http,,,CN,Hangzhou,http://125.121.127.178:9999,Chinanet
8.153.36.67:9999,8.153.36.67,9999,http,,,CN,Hangzhou,http://8.153.36.67:9999,
107.173.180.211:9999,107.173.180.211,9999,http,,,US,Williamsville,http://107.173.180.211:9999,AS-COLOCROSSING
139.198.115.56:9999,139.198.115.56,9999,http,,,CN,Beijing,http://139.198.115.56:9999,Yunify Technologies Inc.
112.193.99.62:9999,112.193.99.62,9999,http,,,CN,Chengdu,http://112.193.99.62:9999,CHINA UNICOM China169 Backbone
110.41.56.227:9999,110.41.56.227,9999,http,,,CN,Guangzhou,http://110.41.56.227:9999,Huawei Cloud Service data center
121.43.229.121:9999,121.43.229.121,9999,http,,,CN,Hangzhou,http://121.43.229.121:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
101.33.211.207:9999,101.33.211.207,9999,http,,,CN,Beijing,http://101.33.211.207:9999,Shenzhen Tencent Computer Systems Company Limited
116.54.86.139:9999,116.54.86.139,9999,http,,,CN,Kunming,http://116.54.86.139:9999,Chinanet
47.113.151.90:9999,47.113.151.90,9999,http,,,CN,Hangzhou,http://47.113.151.90:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
47.116.127.69:9999,47.116.127.69,9999,http,,,CN,Shanghai,http://47.116.127.69:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
124.222.14.160:18080,124.222.14.160,18080,http,,,CN,Beijing,http://124.222.14.160:18080,Shenzhen Tencent Computer Systems Company Limited
118.248.225.14:7070,118.248.225.14,7070,http,,,CN,Shaoyang,http://118.248.225.14:7070,Chinanet
106.52.254.166:9999,106.52.254.166,9999,http,,,CN,Beijing,http://106.52.254.166:9999,Shenzhen Tencent Computer Systems Company Limited
175.24.201.197:9999,175.24.201.197,9999,http,,,CN,Beijing,http://175.24.201.197:9999,Shenzhen Tencent Computer Systems Company Limited
117.78.4.184:9999,117.78.4.184,9999,http,,,CN,Guangzhou,http://117.78.4.184:9999,Huawei Cloud Service data center
27.46.124.2:9999,27.46.124.2,9999,http,,,CN,Shenzhen,http://27.46.124.2:9999,China Unicom Shenzen network
124.223.115.167:8082,124.223.115.167,8082,http,,,CN,Beijing,http://124.223.115.167:8082,Shenzhen Tencent Computer Systems Company Limited
221.14.153.73:8020,221.14.153.73,8020,http,,,CN,Xuchang,http://221.14.153.73:8020,CHINA UNICOM China169 Backbone
81.70.160.31:6666,81.70.160.31,6666,http,,,CN,Beijing,http://81.70.160.31:6666,Shenzhen Tencent Computer Systems Company Limited
43.138.30.52:8090,43.138.30.52,8090,http,,,CN,Beijing,http://43.138.30.52:8090,Shenzhen Tencent Computer Systems Company Limited
122.233.134.102:8090,122.233.134.102,8090,http,,,CN,Hangzhou,http://122.233.134.102:8090,Chinanet
221.14.152.207:8020,221.14.152.207,8020,http,,,CN,Xuchang,http://221.14.152.207:8020,CHINA UNICOM China169 Backbone
110.86.98.91:9090,110.86.98.91,9090,http,,,CN,Xiamen,http://110.86.98.91:9090,Chinanet
27.18.216.236:9090,27.18.216.236,9090,http,,,CN,Wuhan,http://27.18.216.236:9090,Chinanet
114.97.98.187:9090,114.97.98.187,9090,http,,,CN,Hefei,http://114.97.98.187:9090,Chinanet
149.88.87.238:9090,149.88.87.238,9090,http,,,US,Washington,http://149.88.87.238:9090,
59.32.96.160:9090,59.32.96.160,9090,http,,,CN,Meizhou,http://59.32.96.160:9090,Chinanet
39.83.178.147:9090,39.83.178.147,9090,http,,,CN,Linyi,http://39.83.178.147:9090,CHINA UNICOM China169 Backbone
218.19.17.142:9090,218.19.17.142,9090,http,,,CN,Guangzhou,http://218.19.17.142:9090,Chinanet
49.85.78.101:9090,49.85.78.101,9090,http,,,CN,Taizhou,http://49.85.78.101:9090,Chinanet
101.6.103.23:9090,101.6.103.23,9090,http,,,CN,Beijing,http://101.6.103.23:9090,China Education and Research Network Center
222.185.64.237:9090,222.185.64.237,9090,http,,,CN,Changzhou,http://222.185.64.237:9090,Chinanet
183.147.126.30:9090,183.147.126.30,9090,http,,,CN,Jinhua,http://183.147.126.30:9090,Chinanet
58.55.150.54:9090,58.55.150.54,9090,http,,,CN,Ezhou,http://58.55.150.54:9090,Chinanet
183.158.178.37:9090,183.158.178.37,9090,http,,,CN,Hangzhou,http://183.158.178.37:9090,Chinanet
122.244.32.95:9090,122.244.32.95,9090,http,,,CN,Ningbo,http://122.244.32.95:9090,Chinanet
115.214.15.166:9090,115.214.15.166,9090,http,,,CN,Ningbo,http://115.214.15.166:9090,Chinanet
123.117.168.69:9090,123.117.168.69,9090,http,,,CN,Beijing,http://123.117.168.69:9090,China Unicom Beijing Province Network
183.155.235.217:9090,183.155.235.217,9090,http,,,CN,Jinhua,http://183.155.235.217:9090,Chinanet
120.26.100.223:9090,120.26.100.223,9090,http,,,CN,Hangzhou,http://120.26.100.223:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
124.90.167.130:9090,124.90.167.130,9090,http,,,CN,Hangzhou,http://124.90.167.130:9090,CHINA UNICOM China169 Backbone
101.5.203.240:9090,101.5.203.240,9090,http,,,CN,Beijing,http://101.5.203.240:9090,China Education and Research Network Center
27.17.252.55:9090,27.17.252.55,9090,http,,,CN,Wuhan,http://27.17.252.55:9090,Chinanet
222.139.171.36:9090,222.139.171.36,9090,http,,,CN,Xinxiang,http://222.139.171.36:9090,CHINA UNICOM China169 Backbone
223.166.234.190:9090,223.166.234.190,9090,http,,,CN,Shanghai,http://223.166.234.190:9090,China Unicom Shanghai network
124.220.15.152:9090,124.220.15.152,9090,http,,,CN,Beijing,http://124.220.15.152:9090,Shenzhen Tencent Computer Systems Company Limited
222.65.200.126:9090,222.65.200.126,9090,http,,,CN,Shanghai,http://222.65.200.126:9090,China Telecom Group
116.196.93.93:9090,116.196.93.93,9090,http,,,CN,Beijing,http://116.196.93.93:9090,China Unicom Beijing Province Network
115.210.235.195:9090,115.210.235.195,9090,http,,,CN,Jinhua,http://115.210.235.195:9090,Chinanet
180.172.76.230:9090,180.172.76.230,9090,http,,,CN,Shanghai,http://180.172.76.230:9090,China Telecom Group
222.65.63.237:9090,222.65.63.237,9090,http,,,CN,Shanghai,http://222.65.63.237:9090,China Telecom Group
121.60.59.182:9090,121.60.59.182,9090,http,,,CN,Wuhan,http://121.60.59.182:9090,Chinanet
123.120.0.145:9090,123.120.0.145,9090,http,,,CN,Beijing,http://123.120.0.145:9090,China Unicom Beijing Province Network
101.68.118.95:9090,101.68.118.95,9090,http,,,CN,Hangzhou,http://101.68.118.95:9090,CHINA UNICOM China169 Backbone
120.77.217.115:9090,120.77.217.115,9090,http,,,CN,Hangzhou,http://120.77.217.115:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
27.11.86.247:9090,27.11.86.247,9090,http,,,CN,Chongqing,http://27.11.86.247:9090,CHINA UNICOM China169 Backbone
101.71.239.129:9090,101.71.239.129,9090,http,,,CN,Hangzhou,http://101.71.239.129:9090,CHINA UNICOM China169 Backbone
61.52.173.181:9090,61.52.173.181,9090,http,,,CN,Zhengzhou,http://61.52.173.181:9090,CHINA UNICOM China169 Backbone
103.91.208.6:9090,103.91.208.6,9090,http,,,CN,Jinan,http://103.91.208.6:9090,"Shandong eshinton Network Technology Co., Ltd."
122.195.183.106:9090,122.195.183.106,9090,http,,,CN,Suqian,http://122.195.183.106:9090,CHINA UNICOM China169 Backbone
113.56.128.109:9090,113.56.128.109,9090,http,,,CN,Shiyan,http://113.56.128.109:9090,CHINA UNICOM China169 Backbone
139.196.102.196:9090,139.196.102.196,9090,http,,,CN,Shanghai,http://139.196.102.196:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
14.19.138.140:9090,14.19.138.140,9090,http,,,CN,Guangzhou,http://14.19.138.140:9090,Chinanet
101.37.175.89:9090,101.37.175.89,9090,http,,,CN,Hangzhou,http://101.37.175.89:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
114.245.109.142:9090,114.245.109.142,9090,http,,,CN,Beijing,http://114.245.109.142:9090,China Unicom Beijing Province Network
111.196.131.130:9090,111.196.131.130,9090,http,,,CN,Beijing,http://111.196.131.130:9090,China Unicom Beijing Province Network
180.158.52.75:9090,180.158.52.75,9090,http,,,CN,Shanghai,http://180.158.52.75:9090,China Telecom Group
1.197.140.146:9090,1.197.140.146,9090,http,,,CN,Xuchang,http://1.197.140.146:9090,Chinanet
47.236.116.176:9090,47.236.116.176,9090,http,,,SG,Singapore,http://47.236.116.176:9090,"Alibaba US Technology Co., Ltd."
115.200.15.239:9090,115.200.15.239,9090,http,,,CN,Hangzhou,http://115.200.15.239:9090,Chinanet
119.119.99.242:9090,119.119.99.242,9090,http,,,CN,Shenyang,http://119.119.99.242:9090,CHINA UNICOM China169 Backbone
14.19.165.70:9090,14.19.165.70,9090,http,,,CN,Guangzhou,http://14.19.165.70:9090,Chinanet
125.119.226.211:9090,125.119.226.211,9090,http,,,CN,Hangzhou,http://125.119.226.211:9090,Chinanet
118.31.33.112:9090,118.31.33.112,9090,http,,,CN,Hangzhou,http://118.31.33.112:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
58.41.6.178:9090,58.41.6.178,9090,http,,,CN,Shanghai,http://58.41.6.178:9090,China Telecom Group
183.173.250.2:9090,183.173.250.2,9090,http,,,CN,Beijing,http://183.173.250.2:9090,China Education and Research Network Center
27.11.88.41:9090,27.11.88.41,9090,http,,,CN,Chongqing,http://27.11.88.41:9090,CHINA UNICOM China169 Backbone
180.110.139.120:9090,180.110.139.120,9090,http,,,CN,Nanjing,http://180.110.139.120:9090,Chinanet
218.1.137.196:9090,218.1.137.196,9090,http,,,CN,Shanghai,http://218.1.137.196:9090,China Telecom Group
60.179.37.56:9090,60.179.37.56,9090,http,,,CN,Ningbo,http://60.179.37.56:9090,Chinanet
121.199.42.159:9090,121.199.42.159,9090,http,,,CN,Hangzhou,http://121.199.42.159:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
112.255.110.73:9090,112.255.110.73,9090,http,,,CN,Qingdao,http://112.255.110.73:9090,CHINA UNICOM China169 Backbone
106.55.174.14:9090,106.55.174.14,9090,http,,,CN,Beijing,http://106.55.174.14:9090,Shenzhen Tencent Computer Systems Company Limited
58.56.44.54:9090,58.56.44.54,9090,http,,,CN,Jinan,http://58.56.44.54:9090,Chinanet
58.37.153.186:9090,58.37.153.186,9090,http,,,CN,Shanghai,http://58.37.153.186:9090,China Telecom Group
116.231.241.233:9090,116.231.241.233,9090,http,,,CN,Shanghai,http://116.231.241.233:9090,China Telecom Group
119.91.212.64:9090,119.91.212.64,9090,http,,,CN,Beijing,http://119.91.212.64:9090,Shenzhen Tencent Computer Systems Company Limited
221.218.214.201:9090,221.218.214.201,9090,http,,,CN,Beijing,http://221.218.214.201:9090,China Unicom Beijing Province Network
49.65.100.220:9090,49.65.100.220,9090,http,,,CN,Nanjing,http://49.65.100.220:9090,CHINANET Nanjing Jishan IDC network
106.75.241.40:9090,106.75.241.40,9090,http,,,CN,Shanghai,http://106.75.241.40:9090,China Telecom Group
123.10.38.21:9090,123.10.38.21,9090,http,,,CN,Shangqiu,http://123.10.38.21:9090,CHINA UNICOM China169 Backbone
183.173.128.60:9090,183.173.128.60,9090,http,,,CN,Beijing,http://183.173.128.60:9090,China Education and Research Network Center
117.85.56.214:9090,117.85.56.214,9090,http,,,CN,Wuxi,http://117.85.56.214:9090,Chinanet
60.165.201.25:9090,60.165.201.25,9090,http,,,CN,Longnan,http://60.165.201.25:9090,Chinanet
120.26.116.42:9090,120.26.116.42,9090,http,,,CN,Hangzhou,http://120.26.116.42:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
14.117.207.178:9090,14.117.207.178,9090,http,,,CN,Jiangmen,http://14.117.207.178:9090,Chinanet
222.169.155.123:9191,222.169.155.123,9191,http,,,CN,Baishan,http://222.169.155.123:9191,Chinanet
182.130.231.236:9090,182.130.231.236,9090,http,,,CN,Luzhou,http://182.130.231.236:9090,CHINATELECOM SiChuan province Luzhou 5G network
106.59.8.196:9090,106.59.8.196,9090,http,,,CN,Kunming,http://106.59.8.196:9090,Chinanet
43.136.85.105:9090,43.136.85.105,9090,http,,,CN,Beijing,http://43.136.85.105:9090,Shenzhen Tencent Computer Systems Company Limited
221.228.10.76:9090,221.228.10.76,9090,http,,,CN,Wuxi,http://221.228.10.76:9090,Chinanet
125.33.91.120:9090,125.33.91.120,9090,http,,,CN,Beijing,http://125.33.91.120:9090,China Unicom Beijing Province Network
116.52.29.200:9090,116.52.29.200,9090,http,,,CN,Kunming,http://116.52.29.200:9090,Chinanet
114.219.31.247:9090,114.219.31.247,9090,http,,,CN,Suzhou,http://114.219.31.247:9090,Chinanet
112.84.76.8:9090,112.84.76.8,9090,http,,,CN,Xuzhou,http://112.84.76.8:9090,CHINA UNICOM China169 Backbone
124.230.96.141:9090,124.230.96.141,9090,http,,,CN,Shaoyang,http://124.230.96.141:9090,Chinanet
49.75.12.120:9090,49.75.12.120,9090,http,,,CN,Suzhou,http://49.75.12.120:9090,CHINATELECOM Jiangsu province Suzhou 5G network
175.161.54.27:9090,175.161.54.27,9090,http,,,CN,Shenyang,http://175.161.54.27:9090,CHINA UNICOM China169 Backbone
27.10.105.54:9090,27.10.105.54,9090,http,,,CN,Chongqing,http://27.10.105.54:9090,CHINA UNICOM China169 Backbone
117.85.153.188:9090,117.85.153.188,9090,http,,,CN,Wuxi,http://117.85.153.188:9090,Chinanet
101.6.43.134:9090,101.6.43.134,9090,http,,,CN,Beijing,http://101.6.43.134:9090,China Education and Research Network Center
125.119.97.86:9090,125.119.97.86,9090,http,,,CN,Hangzhou,http://125.119.97.86:9090,Chinanet
59.172.48.5:9090,59.172.48.5,9090,http,,,CN,Wuhan,http://59.172.48.5:9090,Chinanet
34.238.84.159:9090,34.238.84.159,9090,http,,,US,Ashburn,http://34.238.84.159:9090,AMAZON-AES
112.125.16.110:9090,112.125.16.110,9090,http,,,CN,Beijing,http://112.125.16.110:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
139.196.194.141:9090,139.196.194.141,9090,http,,,CN,Shanghai,http://139.196.194.141:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
124.221.26.169:9090,124.221.26.169,9090,http,,,CN,Beijing,http://124.221.26.169:9090,Shenzhen Tencent Computer Systems Company Limited
182.149.100.25:9090,182.149.100.25,9090,http,,,CN,Chengdu,http://182.149.100.25:9090,Chinanet
125.118.248.50:9090,125.118.248.50,9090,http,,,CN,Hangzhou,http://125.118.248.50:9090,Chinanet
1.94.134.92:9090,1.94.134.92,9090,http,,,CN,Beijing,http://1.94.134.92:9090,
220.192.18.21:9090,220.192.18.21,9090,http,,,CN,Tianjin,http://220.192.18.21:9090,CHINA UNICOM China169 Backbone
192.144.128.48:9090,192.144.128.48,9090,http,,,CN,Beijing,http://192.144.128.48:9090,Shenzhen Tencent Computer Systems Company Limited
115.230.124.120:9090,115.230.124.120,9090,http,,,CN,Shaoxing,http://115.230.124.120:9090,CT-HangZhou-IDC
https://222.67.187.122:9090,222.67.187.122,9090,https,,,CN,Shanghai,https://222.67.187.122:9090,China Telecom Group
106.52.118.48:9090,106.52.118.48,9090,http,,,CN,Beijing,http://106.52.118.48:9090,Shenzhen Tencent Computer Systems Company Limited
129.204.42.218:9090,129.204.42.218,9090,http,,,CN,Beijing,http://129.204.42.218:9090,Shenzhen Tencent Computer Systems Company Limited
218.88.86.95:9090,218.88.86.95,9090,http,,,CN,Chengdu,http://218.88.86.95:9090,Chinanet
220.184.200.150:9090,220.184.200.150,9090,http,,,CN,Hangzhou,http://220.184.200.150:9090,Chinanet
27.154.222.167:9090,27.154.222.167,9090,http,,,CN,Xiamen,http://27.154.222.167:9090,Chinanet
123.116.119.165:9090,123.116.119.165,9090,http,,,CN,Beijing,http://123.116.119.165:9090,China Unicom Beijing Province Network
125.109.93.182:9090,125.109.93.182,9090,http,,,CN,Wenzhou,http://125.109.93.182:9090,Chinanet
112.114.202.50:9090,112.114.202.50,9090,http,,,CN,Kunming,http://112.114.202.50:9090,Chinanet
219.142.148.15:9100,219.142.148.15,9100,http,,,CN,Beijing,http://219.142.148.15:9100,China Networks Inter-Exchange
36.33.175.42:9090,36.33.175.42,9090,http,,,CN,Ma'anshan,http://36.33.175.42:9090,CHINA UNICOM China169 Backbone
175.44.42.32:9090,175.44.42.32,9090,http,,,CN,Putian,http://175.44.42.32:9090,CHINA UNICOM China169 Backbone
117.72.75.235:9090,117.72.75.235,9090,http,,,CN,Beijing,http://117.72.75.235:9090,
112.124.60.138:9090,112.124.60.138,9090,http,,,CN,Hangzhou,http://112.124.60.138:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
139.129.23.108:6010,139.129.23.108,6010,http,,,CN,Qingdao,http://139.129.23.108:6010,"Hangzhou Alibaba Advertising Co.,Ltd."
125.109.122.49:9090,125.109.122.49,9090,http,,,CN,Wenzhou,http://125.109.122.49:9090,Chinanet
101.37.12.44:9090,101.37.12.44,9090,http,,,CN,Hangzhou,http://101.37.12.44:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
119.4.54.237:9090,119.4.54.237,9090,http,,,CN,Mianyang,http://119.4.54.237:9090,CHINA UNICOM China169 Backbone
175.44.42.7:9090,175.44.42.7,9090,http,,,CN,Putian,http://175.44.42.7:9090,CHINA UNICOM China169 Backbone
14.134.156.243:9090,14.134.156.243,9090,http,,,CN,Wuzhong,http://14.134.156.243:9090,Chinanet
58.48.201.148:6002,58.48.201.148,6002,http,,,CN,Wuhan,http://58.48.201.148:6002,Chinanet
113.87.173.93:9090,113.87.173.93,9090,http,,,CN,Shenzhen,http://113.87.173.93:9090,Chinanet
112.64.220.222:9090,112.64.220.222,9090,http,,,CN,Shanghai,http://112.64.220.222:9090,China Unicom Shanghai network
119.123.177.172:9090,119.123.177.172,9090,http,,,CN,Shenzhen,http://119.123.177.172:9090,Chinanet
101.133.226.130:9090,101.133.226.130,9090,http,,,CN,Hangzhou,http://101.133.226.130:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
113.206.34.188:9090,113.206.34.188,9090,http,,,CN,Chongqing,http://113.206.34.188:9090,CHINA UNICOM China169 Backbone
81.70.192.190:9090,81.70.192.190,9090,http,,,CN,Beijing,http://81.70.192.190:9090,Shenzhen Tencent Computer Systems Company Limited
115.220.238.53:9090,115.220.238.53,9090,http,,,CN,Ningbo,http://115.220.238.53:9090,Chinanet
202.38.72.235:9090,202.38.72.235,9090,http,,,CN,Hefei,http://202.38.72.235:9090,China Education and Research Network Center
114.116.218.26:9090,114.116.218.26,9090,http,,,CN,Beijing,http://114.116.218.26:9090,China Unicom Beijing Province Network
117.72.16.157:9090,117.72.16.157,9090,http,,,CN,Beijing,http://117.72.16.157:9090,China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch
183.129.73.26:9090,183.129.73.26,9090,http,,,CN,Hangzhou,http://183.129.73.26:9090,Chinanet
27.16.244.24:9090,27.16.244.24,9090,http,,,CN,Wuhan,http://27.16.244.24:9090,Chinanet
219.140.225.194:9090,219.140.225.194,9090,http,,,CN,Wuhan,http://219.140.225.194:9090,Chinanet
111.163.90.17:9090,111.163.90.17,9090,http,,,CN,Tianjin,http://111.163.90.17:9090,CHINA UNICOM China169 Backbone
171.12.243.160:9090,171.12.243.160,9090,http,,,CN,Zhumadian,http://171.12.243.160:9090,Chinanet
221.239.141.205:9090,221.239.141.205,9090,http,,,CN,Shanghai,http://221.239.141.205:9090,China Telecom Group
122.97.190.181:9090,122.97.190.181,9090,http,,,CN,Nanjing,http://122.97.190.181:9090,CHINA UNICOM China169 Backbone
47.119.180.187:9091,47.119.180.187,9091,http,,,CN,Shenzhen,http://47.119.180.187:9091,"Hangzhou Alibaba Advertising Co.,Ltd."
222.70.49.198:9090,222.70.49.198,9090,http,,,CN,Shanghai,http://222.70.49.198:9090,China Telecom Group
1.117.139.210:9090,1.117.139.210,9090,http,,,CN,Beijing,http://1.117.139.210:9090,Shenzhen Tencent Computer Systems Company Limited
124.77.14.90:9090,124.77.14.90,9090,http,,,CN,Shanghai,http://124.77.14.90:9090,China Telecom Group
125.92.100.96:9090,125.92.100.96,9090,http,,,CN,Jiangmen,http://125.92.100.96:9090,Chinanet
106.52.28.62:9090,106.52.28.62,9090,http,,,CN,Beijing,http://106.52.28.62:9090,Shenzhen Tencent Computer Systems Company Limited
14.155.223.114:9090,14.155.223.114,9090,http,,,CN,Shenzhen,http://14.155.223.114:9090,Chinanet
58.50.143.173:9090,58.50.143.173,9090,http,,,CN,Yichang,http://58.50.143.173:9090,Chinanet
118.25.47.91:9090,118.25.47.91,9090,http,,,CN,Beijing,http://118.25.47.91:9090,Shenzhen Tencent Computer Systems Company Limited
180.158.132.144:9090,180.158.132.144,9090,http,,,CN,Shanghai,http://180.158.132.144:9090,China Telecom Group
106.122.192.17:9090,106.122.192.17,9090,http,,,CN,Guangzhou,http://106.122.192.17:9090,Chinanet
124.220.54.122:9090,124.220.54.122,9090,http,,,CN,Beijing,http://124.220.54.122:9090,Shenzhen Tencent Computer Systems Company Limited
60.26.3.76:9090,60.26.3.76,9090,http,,,CN,Tianjin,http://60.26.3.76:9090,CHINA UNICOM China169 Backbone
114.239.146.247:9090,114.239.146.247,9090,http,,,CN,Suqian,http://114.239.146.247:9090,Chinanet
115.195.126.146:9090,115.195.126.146,9090,http,,,CN,Hangzhou,http://115.195.126.146:9090,Chinanet
117.72.114.36:9090,117.72.114.36,9090,http,,,CN,Beijing,http://117.72.114.36:9090,
183.159.173.139:9090,183.159.173.139,9090,http,,,CN,Hangzhou,http://183.159.173.139:9090,Chinanet
180.154.64.187:9090,180.154.64.187,9090,http,,,CN,Shanghai,http://180.154.64.187:9090,China Telecom Group
116.149.12.135:9090,116.149.12.135,9090,http,,,CN,Beijing,http://116.149.12.135:9090,CHINA UNICOM China169 Backbone
117.72.107.75:9090,117.72.107.75,9090,http,,,CN,Beijing,http://117.72.107.75:9090,
122.51.140.232:9090,122.51.140.232,9090,http,,,CN,Beijing,http://122.51.140.232:9090,Shenzhen Tencent Computer Systems Company Limited
175.0.97.43:9090,175.0.97.43,9090,http,,,CN,Changsha,http://175.0.97.43:9090,Chinanet
182.148.79.110:9090,182.148.79.110,9090,http,,,CN,Chengdu,http://182.148.79.110:9090,Chinanet
113.67.179.197:9090,113.67.179.197,9090,http,,,CN,Guangzhou,http://113.67.179.197:9090,Chinanet
125.46.107.46:9090,125.46.107.46,9090,http,,,CN,Zhengzhou,http://125.46.107.46:9090,CHINA UNICOM China169 Backbone
125.37.161.163:9090,125.37.161.163,9090,http,,,CN,Tianjin,http://125.37.161.163:9090,CHINA UNICOM China169 Backbone
27.12.136.137:9090,27.12.136.137,9090,http,,,CN,Chongqing,http://27.12.136.137:9090,CHINA UNICOM China169 Backbone
202.189.6.16:9090,202.189.6.16,9090,http,,,CN,Jinan,http://202.189.6.16:9090,"Shandong eshinton Network Technology Co., Ltd."
103.242.175.119:9091,103.242.175.119,9091,http,,,CN,Beijing,http://103.242.175.119:9091,China Unicom Beijing Province Network
42.232.82.235:9090,42.232.82.235,9090,http,,,CN,Nanyang,http://42.232.82.235:9090,CHINA UNICOM China169 Backbone
125.34.50.218:9090,125.34.50.218,9090,http,,,CN,Beijing,http://125.34.50.218:9090,China Unicom Beijing Province Network
124.90.28.123:9090,124.90.28.123,9090,http,,,CN,Hangzhou,http://124.90.28.123:9090,CHINA UNICOM China169 Backbone
110.87.104.144:9090,110.87.104.144,9090,http,,,CN,Xiamen,http://110.87.104.144:9090,Chinanet
42.193.192.105:9090,42.193.192.105,9090,http,,,CN,Beijing,http://42.193.192.105:9090,Shenzhen Tencent Computer Systems Company Limited
114.239.146.221:9090,114.239.146.221,9090,http,,,CN,Suqian,http://114.239.146.221:9090,Chinanet
114.239.146.232:9090,114.239.146.232,9090,http,,,CN,Suqian,http://114.239.146.232:9090,Chinanet
125.111.243.226:9090,125.111.243.226,9090,http,,,CN,Ningbo,http://125.111.243.226:9090,Chinanet
117.28.118.208:9090,117.28.118.208,9090,http,,,CN,Xiamen,http://117.28.118.208:9090,Chinanet
47.102.201.175:9090,47.102.201.175,9090,http,,,CN,Hangzhou,http://47.102.201.175:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
118.120.175.25:9090,118.120.175.25,9090,http,,,CN,Luzhou,http://118.120.175.25:9090,CHINATELECOM SiChuan province Luzhou 5G network
211.142.17.78:9090,211.142.17.78,9090,http,,,CN,Taiyuan,http://211.142.17.78:9090,China Mobile communications corporation
202.55.240.54:9090,202.55.240.54,9090,http,,,CN,Taipei,http://202.55.240.54:9090,AboveNet Communications Taiwan
124.90.28.107:9090,124.90.28.107,9090,http,,,CN,Hangzhou,http://124.90.28.107:9090,CHINA UNICOM China169 Backbone
8.149.130.197:9090,8.149.130.197,9090,http,,,CN,Hangzhou,http://8.149.130.197:9090,
117.72.118.104:9090,117.72.118.104,9090,http,,,CN,Beijing,http://117.72.118.104:9090,
115.195.75.44:9090,115.195.75.44,9090,http,,,CN,Hangzhou,http://115.195.75.44:9090,Chinanet
112.126.76.91:9090,112.126.76.91,9090,http,,,CN,Beijing,http://112.126.76.91:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
14.19.205.141:9090,14.19.205.141,9090,http,,,CN,Guangzhou,http://14.19.205.141:9090,Chinanet
112.132.235.190:9090,112.132.235.190,9090,http,,,CN,Huaibei,http://112.132.235.190:9090,CHINA UNICOM China169 Backbone
47.106.146.118:9090,47.106.146.118,9090,http,,,CN,Shenzhen,http://47.106.146.118:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
118.121.63.169:9090,118.121.63.169,9090,http,,,CN,Chengdu,http://118.121.63.169:9090,CHINANET SiChuan Telecom Internet Data Center
183.148.46.206:9090,183.148.46.206,9090,http,,,CN,Taizhou,http://183.148.46.206:9090,Chinanet
153.99.56.167:8890,153.99.56.167,8890,http,,,CN,Huai'an,http://153.99.56.167:8890,CHINA UNICOM China169 Backbone
https://117.72.13.77:9091,117.72.13.77,9091,https,,,CN,Beijing,https://117.72.13.77:9091,China Telecom Beijing Tianjin Hebei Big Data Industry Park Branch
180.102.20.235:9093,180.102.20.235,9093,http,,,CN,Nanjing,http://180.102.20.235:9093,CHINANET Nanjing Jishan IDC network
106.120.14.175:9999,106.120.14.175,9999,http,,,CN,Beijing,http://106.120.14.175:9999,China Networks Inter-Exchange
8.130.54.56:9090,8.130.54.56,9090,http,,,CN,Beijing,http://8.130.54.56:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
14.155.197.83:9090,14.155.197.83,9090,http,,,CN,Shenzhen,http://14.155.197.83:9090,Chinanet
117.90.15.124:7010,117.90.15.124,7010,http,,,CN,Zhenjiang,http://117.90.15.124:7010,Chinanet
139.199.180.243:9999,139.199.180.243,9999,http,,,CN,Beijing,http://139.199.180.243:9999,Shenzhen Tencent Computer Systems Company Limited
101.42.235.112:9999,101.42.235.112,9999,http,,,CN,Beijing,http://101.42.235.112:9999,Shenzhen Tencent Computer Systems Company Limited
